sep=;
RegNumber;Comp;Pos;Lap;LapTime;RaceTime;LapStat;SessNumber;Driver
6;CRAZYTRAIN;8;157;32033;5182597;LongLight;4;Титкова Мария
8;MKA;4;159;31105;5184733;;4;Смирнов Валерий
5;RAVE STORM;2;160;31247;5195450;Fight;4;Бушуев Владислав
1;MKA2;7;158;31557;5197319;;5;Касьянов Алексей
4;MKA GIRLS+1;5;159;31425;5207642;;5;Бакирова Рината
7;PHOENIX RT;6;159;31456;5209225;;4;Басов Иван
3;CEAT;3;160;31401;5210512;;4;Калимов Дмитрий
2;PATYSSON;1;161;31713;5211191;;4;Надешкин Антон
6;CRAZYTRAIN;8;158;31519;5214116;;4;Титкова Мария
8;MKA;4;160;31105;5215838;;4;Смирнов Валерий
5;RAVE STORM;2;161;30919;5226369;;4;Бушуев Владислав
1;MKA2;7;159;31628;5228947;;5;Касьянов Алексей
4;MKA GIRLS+1;5;160;31471;5239113;;5;Бакирова Рината
7;PHOENIX RT;6;160;31224;5240449;;4;Басов Иван
3;CEAT;3;161;31504;5242016;;4;Калимов Дмитрий
2;PATYSSON;1;162;31624;5242815;;4;Надешкин Антон
6;CRAZYTRAIN;8;159;31735;5245851;;4;Титкова Мария
8;MKA;4;161;31197;5247035;;4;Смирнов Валерий
5;RAVE STORM;2;162;31125;5257494;Fight;4;Бушуев Владислав
1;MKA2;7;160;31505;5260452;;5;Касьянов Алексей
4;MKA GIRLS+1;5;161;31566;5270679;;5;Бакирова Рината
7;PHOENIX RT;6;161;31326;5271775;;4;Басов Иван
3;CEAT;3;162;31491;5273507;;4;Калимов Дмитрий
2;PATYSSON;1;163;31797;5274612;;4;Надешкин Антон
6;CRAZYTRAIN;8;160;31634;5277485;;4;Титкова Мария
8;MKA;4;162;31005;5278040;;4;Смирнов Валерий
5;RAVE STORM;2;163;30983;5288477;;4;Бушуев Владислав
1;MKA2;7;161;31339;5291791;;5;Касьянов Алексей
4;MKA GIRLS+1;5;162;31759;5302438;;5;Бакирова Рината
7;PHOENIX RT;6;162;31184;5302959;;4;Басов Иван
3;CEAT;3;163;31593;5305100;;4;Калимов Дмитрий
2;PATYSSON;1;164;31669;5306281;;4;Надешкин Антон
8;MKA;4;163;31447;5309487;;4;Смирнов Валерий
6;CRAZYTRAIN;8;161;32409;5309894;LongLight;4;Титкова Мария
5;RAVE STORM;2;164;31098;5319575;;4;Бушуев Владислав
1;MKA2;7;162;31570;5323361;;5;Касьянов Алексей
7;PHOENIX RT;5;163;31714;5334673;LongLight;4;Басов Иван
4;MKA GIRLS+1;6;163;32493;5334931;LongLight;5;Бакирова Рината
3;CEAT;3;164;31616;5336716;;4;Калимов Дмитрий
2;PATYSSON;1;165;31688;5337969;;4;Надешкин Антон
8;MKA;4;164;31172;5340659;;4;Смирнов Валерий
6;CRAZYTRAIN;8;162;31586;5341480;;4;Титкова Мария
5;RAVE STORM;2;165;31002;5350577;;4;Бушуев Владислав
1;MKA2;7;163;31579;5354940;;5;Касьянов Алексей
7;PHOENIX RT;5;164;31286;5365959;;4;Басов Иван
4;MKA GIRLS+1;6;164;31434;5366365;;5;Бакирова Рината
3;CEAT;3;165;31407;5368123;;4;Калимов Дмитрий
2;PATYSSON;1;166;31546;5369515;;4;Надешкин Антон
8;MKA;4;165;31155;5371814;;4;Смирнов Валерий
6;CRAZYTRAIN;8;163;31598;5373078;;4;Титкова Мария
5;RAVE STORM;2;166;31040;5381617;;4;Бушуев Владислав
1;MKA2;7;164;31512;5386452;;5;Касьянов Алексей
7;PHOENIX RT;5;165;31376;5397335;;4;Басов Иван
4;MKA GIRLS+1;6;165;31270;5397635;;5;Бакирова Рината
3;CEAT;3;166;31351;5399474;;4;Калимов Дмитрий
2;PATYSSON;1;167;31592;5401107;;4;Надешкин Антон
8;MKA;4;166;31065;5402879;;4;Смирнов Валерий
6;CRAZYTRAIN;8;164;31811;5404889;;4;Титкова Мария
5;RAVE STORM;2;167;30873;5412490;;4;Бушуев Владислав
1;MKA2;7;165;31317;5417769;;5;Касьянов Алексей
7;PHOENIX RT;5;166;31352;5428687;;4;Басов Иван
4;MKA GIRLS+1;6;166;31447;5429082;;5;Бакирова Рината
3;CEAT;3;167;31363;5430837;;4;Калимов Дмитрий
2;PATYSSON;1;168;31608;5432715;;4;Надешкин Антон
8;MKA;4;167;31091;5433970;;4;Смирнов Валерий
6;CRAZYTRAIN;8;165;31533;5436422;;4;Титкова Мария
5;RAVE STORM;2;168;30849;5443339;;4;Бушуев Владислав
1;MKA2;7;166;31266;5449035;;5;Касьянов Алексей
7;PHOENIX RT;5;167;31394;5460081;;4;Басов Иван
4;MKA GIRLS+1;6;167;31313;5460395;;5;Бакирова Рината
3;CEAT;3;168;31387;5462224;;4;Калимов Дмитрий
2;PATYSSON;1;169;31490;5464205;;4;Надешкин Антон
8;MKA;4;168;31138;5465108;;4;Смирнов Валерий
6;CRAZYTRAIN;8;166;31592;5468014;;4;Титкова Мария
5;RAVE STORM;2;169;30861;5474200;;4;Бушуев Владислав
1;MKA2;7;167;31346;5480381;;5;Касьянов Алексей
7;PHOENIX RT;5;168;31295;5491376;;4;Басов Иван
4;MKA GIRLS+1;6;168;31266;5491661;;5;Бакирова Рината
3;CEAT;3;169;31358;5493582;;4;Калимов Дмитрий
2;PATYSSON;1;170;31469;5495674;;4;Надешкин Антон
6;CRAZYTRAIN;8;167;31827;5499841;;4;Титкова Мария
5;RAVE STORM;2;170;30946;5505146;;4;Бушуев Владислав
1;MKA2;7;168;31231;5511612;;5;Касьянов Алексей
7;PHOENIX RT;4;169;31465;5522841;;4;Басов Иван
4;MKA GIRLS+1;5;169;31495;5523156;;5;Бакирова Рината
2;PATYSSON;1;171;31802;5527476;;4;Надешкин Антон
8;MKA;6;169;65779;5530887;PitUser;4;Смирнов Валерий
6;CRAZYTRAIN;8;168;31462;5531303;;4;Титкова Мария
5;RAVE STORM;2;171;31140;5536286;Fight;4;Бушуев Владислав
1;MKA2;7;169;31416;5543028;;5;Касьянов Алексей
4;MKA GIRLS+1;3;170;31583;5554739;;5;Бакирова Рината
2;PATYSSON;1;172;31432;5558908;;4;Надешкин Антон
3;CEAT;4;170;68151;5561733;PitUser;4;Калимов Дмитрий
6;CRAZYTRAIN;8;169;31491;5562794;;4;Титкова Мария
8;MKA;5;170;32420;5563307;LongLight;5;Обросов Игорь
5;RAVE STORM;2;172;30971;5567257;;4;Бушуев Владислав
1;MKA2;6;170;31455;5574483;;5;Касьянов Алексей
4;MKA GIRLS+1;3;171;31592;5586331;;5;Бакирова Рината
2;PATYSSON;1;173;31536;5590444;;4;Надешкин Антон
7;PHOENIX RT;7;170;70326;5593167;PitUser;4;Басов Иван
8;MKA;4;171;31562;5594869;LongLight;5;Обросов Игорь
3;CEAT;5;171;34052;5595785;LongLight;5;Камарная Елена
5;RAVE STORM;2;173;30972;5598229;;4;Бушуев Владислав
1;MKA2;6;171;31441;5605924;;5;Касьянов Алексей
4;MKA GIRLS+1;3;172;31468;5617799;;5;Бакирова Рината
2;PATYSSON;1;174;31834;5622278;;4;Надешкин Антон
7;PHOENIX RT;7;171;32027;5625194;LongLight;5;И Роман
8;MKA;4;172;31069;5625938;;5;Обросов Игорь
3;CEAT;5;172;31602;5627387;;5;Камарная Елена
6;CRAZYTRAIN;8;170;65361;5628155;PitUser;4;Титкова Мария
5;RAVE STORM;2;174;30951;5629180;;4;Бушуев Владислав
1;MKA2;6;172;31341;5637265;;5;Касьянов Алексей
4;MKA GIRLS+1;3;173;31561;5649360;;5;Бакирова Рината
2;PATYSSON;1;175;31525;5653803;;4;Надешкин Антон
7;PHOENIX RT;7;172;31857;5657051;;5;И Роман
8;MKA;4;173;31346;5657284;;5;Обросов Игорь
3;CEAT;5;173;31651;5659038;;5;Камарная Елена
6;CRAZYTRAIN;8;171;32073;5660228;LongLight;5;Мосесов Хачатур
5;RAVE STORM;2;175;31298;5660478;Fight;4;Бушуев Владислав
1;MKA2;6;173;31356;5668621;;5;Касьянов Алексей
4;MKA GIRLS+1;3;174;31688;5681048;;5;Бакирова Рината
2;PATYSSON;1;176;31651;5685454;;4;Надешкин Антон
8;MKA;4;174;31174;5688458;;5;Обросов Игорь
7;PHOENIX RT;7;173;32682;5689733;LongLight;5;И Роман
3;CEAT;5;174;31621;5690659;;5;Камарная Елена
5;RAVE STORM;2;176;31620;5692098;Fight;4;Бушуев Владислав
6;CRAZYTRAIN;8;172;32429;5692657;Fight;5;Мосесов Хачатур
1;MKA2;6;174;31410;5700031;;5;Касьянов Алексей
4;MKA GIRLS+1;3;175;31801;5712849;;5;Бакирова Рината
2;PATYSSON;1;177;31574;5717028;;4;Надешкин Антон
8;MKA;4;175;30918;5719376;;5;Обросов Игорь
7;PHOENIX RT;7;174;31674;5721407;;5;И Роман
3;CEAT;5;175;31604;5722263;;5;Камарная Елена
5;RAVE STORM;2;177;31033;5723131;;4;Бушуев Владислав
6;CRAZYTRAIN;8;173;31273;5723930;;5;Мосесов Хачатур
1;MKA2;6;175;31493;5731524;;5;Касьянов Алексей
4;MKA GIRLS+1;3;176;31809;5744658;;5;Бакирова Рината
2;PATYSSON;1;178;31611;5748639;;4;Надешкин Антон
8;MKA;4;176;31047;5750423;;5;Обросов Игорь
7;PHOENIX RT;7;175;31782;5753189;;5;И Роман
3;CEAT;5;176;32736;5754999;LongLight;5;Камарная Елена
6;CRAZYTRAIN;8;174;31421;5755351;;5;Мосесов Хачатур
1;MKA2;6;176;31339;5762863;;5;Касьянов Алексей
4;MKA GIRLS+1;3;177;31716;5776374;;5;Бакирова Рината
8;MKA;4;177;30989;5781412;;5;Обросов Игорь
7;PHOENIX RT;7;176;31482;5784671;;5;И Роман
6;CRAZYTRAIN;8;175;31275;5786626;;5;Мосесов Хачатур
3;CEAT;5;177;32540;5787539;LongLight;5;Камарная Елена
5;RAVE STORM;2;178;65040;5788171;PitUser;4;Бушуев Владислав
1;MKA2;6;177;31468;5794331;;5;Касьянов Алексей
4;MKA GIRLS+1;3;178;31598;5807972;;5;Бакирова Рината
8;MKA;4;178;30982;5812394;;5;Обросов Игорь
7;PHOENIX RT;7;177;31558;5816229;;5;И Роман
6;CRAZYTRAIN;8;176;31396;5818022;;5;Мосесов Хачатур
2;PATYSSON;1;179;70154;5818793;PitUser;4;Надешкин Антон
3;CEAT;5;178;31513;5819052;;5;Камарная Елена
5;RAVE STORM;2;179;32011;5820182;;5;Тишков Павел
1;MKA2;6;178;31384;5825715;;5;Касьянов Алексей
4;MKA GIRLS+1;3;179;31536;5839508;;5;Бакирова Рината
8;MKA;4;179;30909;5843303;;5;Обросов Игорь
7;PHOENIX RT;7;178;31576;5847805;;5;И Роман
6;CRAZYTRAIN;8;177;31271;5849293;;5;Мосесов Хачатур
3;CEAT;5;179;32035;5851087;LongLight;5;Камарная Елена
5;RAVE STORM;1;180;31809;5851991;;5;Тишков Павел
2;PATYSSON;2;180;33677;5852470;;5;Андронова Элина
1;MKA2;6;179;31664;5857379;;5;Касьянов Алексей
4;MKA GIRLS+1;3;180;31573;5871081;;5;Бакирова Рината
8;MKA;4;180;30859;5874162;;5;Обросов Игорь
7;PHOENIX RT;7;179;31539;5879344;;5;И Роман
6;CRAZYTRAIN;8;178;31198;5880491;;5;Мосесов Хачатур
5;RAVE STORM;1;181;31296;5883287;;5;Тишков Павел
2;PATYSSON;2;181;31215;5883685;;5;Андронова Элина
3;CEAT;5;180;33571;5884658;LongLight;5;Камарная Елена
1;MKA2;6;180;31256;5888635;;5;Касьянов Алексей
4;MKA GIRLS+1;3;181;31655;5902736;;5;Бакирова Рината
8;MKA;4;181;30780;5904942;;5;Обросов Игорь
7;PHOENIX RT;7;180;31338;5910682;;5;И Роман
6;CRAZYTRAIN;8;179;31035;5911526;;5;Мосесов Хачатур
5;RAVE STORM;1;182;31315;5914602;;5;Тишков Павел
2;PATYSSON;2;182;31222;5914907;;5;Андронова Элина
3;CEAT;5;181;31945;5916603;LongLight;5;Камарная Елена
1;MKA2;6;181;31259;5919894;;5;Касьянов Алексей
4;MKA GIRLS+1;3;182;31634;5934370;;5;Бакирова Рината
8;MKA;4;182;30733;5935675;;5;Обросов Игорь
7;PHOENIX RT;7;181;31335;5942017;;5;И Роман
6;CRAZYTRAIN;8;180;31065;5942591;;5;Мосесов Хачатур
2;PATYSSON;1;183;31660;5946567;;5;Андронова Элина
5;RAVE STORM;2;183;32521;5947123;Fight;5;Тишков Павел
3;CEAT;5;182;31642;5948245;;5;Камарная Елена
1;MKA2;6;182;31368;5951262;;5;Касьянов Алексей
4;MKA GIRLS+1;3;183;31889;5966259;;5;Бакирова Рината
8;MKA;4;183;30855;5966530;;5;Обросов Игорь
7;PHOENIX RT;7;182;31333;5973350;;5;И Роман
6;CRAZYTRAIN;8;181;31114;5973705;;5;Мосесов Хачатур
2;PATYSSON;1;184;31025;5977592;;5;Андронова Элина
5;RAVE STORM;2;184;31307;5978430;;5;Тишков Павел
3;CEAT;5;183;31695;5979940;;5;Камарная Елена
1;MKA2;6;183;31297;5982559;;5;Касьянов Алексей
8;MKA;3;184;31061;5997591;;5;Обросов Игорь
4;MKA GIRLS+1;4;184;32194;5998453;LongLight;5;Бакирова Рината
6;CRAZYTRAIN;8;182;31407;6005112;Fight;5;Мосесов Хачатур
7;PHOENIX RT;7;183;32217;6005567;LongLight;5;И Роман
2;PATYSSON;1;185;31029;6008621;;5;Андронова Элина
5;RAVE STORM;2;185;31253;6009683;;5;Тишков Павел
3;CEAT;5;184;31548;6011488;;5;Камарная Елена
1;MKA2;6;184;31477;6014036;;5;Касьянов Алексей
8;MKA;3;185;30819;6028410;;5;Обросов Игорь
4;MKA GIRLS+1;4;185;31251;6029704;;5;Бакирова Рината
6;CRAZYTRAIN;8;183;31054;6036166;;5;Мосесов Хачатур
7;PHOENIX RT;7;184;31363;6036930;;5;И Роман
2;PATYSSON;1;186;31203;6039824;;5;Андронова Элина
5;RAVE STORM;2;186;31339;6041022;;5;Тишков Павел
3;CEAT;5;185;31482;6042970;;5;Камарная Елена
1;MKA2;6;185;31351;6045387;;5;Касьянов Алексей
8;MKA;3;186;30766;6059176;;5;Обросов Игорь
4;MKA GIRLS+1;4;186;31403;6061107;;5;Бакирова Рината
6;CRAZYTRAIN;8;184;30945;6067111;;5;Мосесов Хачатур
7;PHOENIX RT;7;185;31387;6068317;;5;И Роман
2;PATYSSON;1;187;31262;6071086;;5;Андронова Элина
5;RAVE STORM;2;187;31334;6072356;;5;Тишков Павел
3;CEAT;5;186;31514;6074484;;5;Камарная Елена
1;MKA2;6;186;31305;6076692;;5;Касьянов Алексей
8;MKA;3;187;30749;6089925;;5;Обросов Игорь
4;MKA GIRLS+1;4;187;31503;6092610;;5;Бакирова Рината
6;CRAZYTRAIN;8;185;31009;6098120;;5;Мосесов Хачатур
7;PHOENIX RT;7;186;31304;6099621;;5;И Роман
2;PATYSSON;1;188;31089;6102175;;5;Андронова Элина
5;RAVE STORM;2;188;31253;6103609;;5;Тишков Павел
3;CEAT;5;187;31568;6106052;;5;Камарная Елена
1;MKA2;6;187;31200;6107892;;5;Касьянов Алексей
8;MKA;3;188;30738;6120663;;5;Обросов Игорь
4;MKA GIRLS+1;4;188;31441;6124051;;5;Бакирова Рината
6;CRAZYTRAIN;8;186;31248;6129368;;5;Мосесов Хачатур
7;PHOENIX RT;7;187;31201;6130822;;5;И Роман
2;PATYSSON;1;189;31103;6133278;;5;Андронова Элина
5;RAVE STORM;2;189;31305;6134914;;5;Тишков Павел
3;CEAT;5;188;31469;6137521;;5;Камарная Елена
1;MKA2;6;188;31184;6139076;;5;Касьянов Алексей
8;MKA;3;189;30858;6151521;;5;Обросов Игорь
4;MKA GIRLS+1;4;189;31596;6155647;;5;Бакирова Рината
6;CRAZYTRAIN;8;187;31478;6160846;Fight;5;Мосесов Хачатур
7;PHOENIX RT;7;188;31139;6161961;;5;И Роман
2;PATYSSON;1;190;31096;6164374;;5;Андронова Элина
5;RAVE STORM;2;190;31216;6166130;;5;Тишков Павел
3;CEAT;5;189;31470;6168991;;5;Камарная Елена
1;MKA2;6;189;31255;6170331;;5;Касьянов Алексей
8;MKA;3;190;30796;6182317;;5;Обросов Игорь
4;MKA GIRLS+1;4;190;31533;6187180;;5;Бакирова Рината
6;CRAZYTRAIN;8;188;30796;6191642;;5;Мосесов Хачатур
7;PHOENIX RT;7;189;31433;6193394;;5;И Роман
2;PATYSSON;1;191;31225;6195599;;5;Андронова Элина
5;RAVE STORM;2;191;31336;6197466;;5;Тишков Павел
3;CEAT;5;190;31413;6200404;;5;Камарная Елена
1;MKA2;6;190;31156;6201487;;5;Касьянов Алексей
8;MKA;3;191;30705;6213022;;5;Обросов Игорь
4;MKA GIRLS+1;4;191;31482;6218662;;5;Бакирова Рината
6;CRAZYTRAIN;8;189;31149;6222791;;5;Мосесов Хачатур
7;PHOENIX RT;7;190;31326;6224720;;5;И Роман
2;PATYSSON;1;192;31126;6226725;;5;Андронова Элина
5;RAVE STORM;2;192;31272;6228738;;5;Тишков Павел
3;CEAT;5;191;31630;6232034;;5;Камарная Елена
1;MKA2;6;191;31276;6232763;;5;Касьянов Алексей
8;MKA;3;192;30716;6243738;;5;Обросов Игорь
4;MKA GIRLS+1;4;192;31481;6250143;;5;Бакирова Рината
6;CRAZYTRAIN;8;190;30883;6253674;;5;Мосесов Хачатур
7;PHOENIX RT;7;191;31658;6256378;;5;И Роман
2;PATYSSON;1;193;31100;6257825;;5;Андронова Элина
5;RAVE STORM;2;193;31237;6259975;;5;Тишков Павел
1;MKA2;5;192;31346;6264109;;5;Касьянов Алексей
3;CEAT;6;192;32786;6264820;LongLight;5;Камарная Елена
8;MKA;3;193;30774;6274512;;5;Обросов Игорь
4;MKA GIRLS+1;4;193;31425;6281568;;5;Бакирова Рината
6;CRAZYTRAIN;8;191;31136;6284810;;5;Мосесов Хачатур
7;PHOENIX RT;7;192;31177;6287555;;5;И Роман
2;PATYSSON;1;194;31021;6288846;;5;Андронова Элина
5;RAVE STORM;2;194;31304;6291279;;5;Тишков Павел
1;MKA2;5;193;31334;6295443;;5;Касьянов Алексей
3;CEAT;6;193;31664;6296484;;5;Камарная Елена
8;MKA;3;194;30802;6305314;;5;Обросов Игорь
4;MKA GIRLS+1;4;194;31507;6313075;;5;Бакирова Рината
6;CRAZYTRAIN;8;192;30931;6315741;;5;Мосесов Хачатур
7;PHOENIX RT;7;193;31072;6318627;;5;И Роман
2;PATYSSON;1;195;31102;6319948;;5;Андронова Элина
5;RAVE STORM;2;195;31022;6322301;;5;Тишков Павел
1;MKA2;5;194;31516;6326959;;5;Касьянов Алексей
3;CEAT;6;194;31592;6328076;;5;Камарная Елена
8;MKA;3;195;30816;6336130;;5;Обросов Игорь
4;MKA GIRLS+1;4;195;31669;6344744;;5;Бакирова Рината
6;CRAZYTRAIN;8;193;31006;6346747;;5;Мосесов Хачатур
7;PHOENIX RT;7;194;31339;6349966;;5;И Роман
2;PATYSSON;1;196;30932;6350880;;5;Андронова Элина
1;MKA2;5;195;31357;6358316;;5;Касьянов Алексей
3;CEAT;6;195;31600;6359676;;5;Камарная Елена
8;MKA;2;196;30669;6366799;;5;Обросов Игорь
4;MKA GIRLS+1;3;196;31762;6376506;;5;Бакирова Рината
6;CRAZYTRAIN;8;194;30993;6377740;;5;Мосесов Хачатур
7;PHOENIX RT;7;195;31379;6381345;;5;И Роман
2;PATYSSON;1;197;31073;6381953;;5;Андронова Элина
5;RAVE STORM;4;196;65772;6388073;PitUser;5;Тишков Павел
3;CEAT;5;196;31434;6391110;;5;Камарная Елена
8;MKA;2;197;30774;6397573;;5;Обросов Игорь
4;MKA GIRLS+1;3;197;31661;6408167;;5;Бакирова Рината
6;CRAZYTRAIN;8;195;31142;6408882;;5;Мосесов Хачатур
2;PATYSSON;1;198;31040;6412993;;5;Андронова Элина
7;PHOENIX RT;6;196;32317;6413662;LongLight;5;И Роман
5;RAVE STORM;4;197;31553;6419626;;6;Иван Степанов
3;CEAT;5;197;31730;6422840;;5;Камарная Елена
1;MKA2;7;196;65644;6423960;PitUser;5;Касьянов Алексей
8;MKA;2;198;30721;6428294;;5;Обросов Игорь
6;CRAZYTRAIN;8;196;31042;6439924;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;198;32170;6440337;LongLight;5;Бакирова Рината
2;PATYSSON;1;199;31029;6444022;;5;Андронова Элина
7;PHOENIX RT;6;197;31384;6445046;;5;И Роман
5;RAVE STORM;4;198;31179;6450805;;6;Иван Степанов
3;CEAT;5;198;31492;6454332;;5;Камарная Елена
1;MKA2;7;197;31501;6455461;;6;Сугробов Константин
8;MKA;2;199;30763;6459057;;5;Обросов Игорь
6;CRAZYTRAIN;8;197;31090;6471014;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;199;31270;6471607;;5;Бакирова Рината
2;PATYSSON;1;200;30887;6474909;;5;Андронова Элина
7;PHOENIX RT;6;198;31249;6476295;;5;И Роман
5;RAVE STORM;4;199;30984;6481789;;6;Иван Степанов
3;CEAT;5;199;31487;6485819;;5;Камарная Елена
1;MKA2;7;198;31263;6486724;;6;Сугробов Константин
8;MKA;2;200;30774;6489831;;5;Обросов Игорь
6;CRAZYTRAIN;8;198;31060;6502074;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;200;31076;6502683;;5;Бакирова Рината
2;PATYSSON;1;201;31025;6505934;;5;Андронова Элина
7;PHOENIX RT;6;199;31297;6507592;;5;И Роман
5;RAVE STORM;4;200;31121;6512910;;6;Иван Степанов
3;CEAT;5;200;31518;6517337;;5;Камарная Елена
1;MKA2;7;199;31318;6518042;;6;Сугробов Константин
8;MKA;2;201;30693;6520524;;5;Обросов Игорь
6;CRAZYTRAIN;8;199;31158;6533232;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;201;31060;6533743;;5;Бакирова Рината
2;PATYSSON;1;202;31072;6537006;;5;Андронова Элина
7;PHOENIX RT;6;200;31292;6538884;;5;И Роман
5;RAVE STORM;4;201;31175;6544085;;6;Иван Степанов
1;MKA2;7;200;31138;6549180;;6;Сугробов Константин
3;CEAT;5;201;32519;6549856;LongLight;5;Камарная Елена
8;MKA;2;202;30714;6551238;;5;Обросов Игорь
6;CRAZYTRAIN;8;200;30954;6564186;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;202;31292;6565035;;5;Бакирова Рината
2;PATYSSON;1;203;31060;6568066;;5;Андронова Элина
7;PHOENIX RT;6;201;31499;6570383;;5;И Роман
5;RAVE STORM;4;202;30982;6575067;;6;Иван Степанов
1;MKA2;7;201;31191;6580371;;6;Сугробов Константин
8;MKA;2;203;30719;6581957;;5;Обросов Игорь
3;CEAT;5;202;33007;6582863;LongLight;5;Камарная Елена
6;CRAZYTRAIN;8;201;31027;6595213;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;203;31214;6596249;;5;Бакирова Рината
2;PATYSSON;1;204;30949;6599015;;5;Андронова Элина
7;PHOENIX RT;6;202;31125;6601508;;5;И Роман
5;RAVE STORM;4;203;31076;6606143;;6;Иван Степанов
1;MKA2;7;202;31179;6611550;;6;Сугробов Константин
8;MKA;2;204;30722;6612679;;5;Обросов Игорь
3;CEAT;5;203;31616;6614479;;5;Камарная Елена
6;CRAZYTRAIN;8;202;31119;6626332;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;204;31297;6627546;;5;Бакирова Рината
2;PATYSSON;1;205;30957;6629972;;5;Андронова Элина
7;PHOENIX RT;6;203;31233;6632741;;5;И Роман
5;RAVE STORM;4;204;30945;6637088;;6;Иван Степанов
1;MKA2;7;203;31178;6642728;;6;Сугробов Константин
8;MKA;2;205;30718;6643397;;5;Обросов Игорь
3;CEAT;5;204;31974;6646453;;5;Камарная Елена
6;CRAZYTRAIN;8;203;31117;6657449;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;205;31217;6658763;;5;Бакирова Рината
2;PATYSSON;1;206;31116;6661088;;5;Андронова Элина
7;PHOENIX RT;6;204;31194;6663935;;5;И Роман
5;RAVE STORM;4;205;30998;6668086;;6;Иван Степанов
8;MKA;2;206;30626;6674023;;5;Обросов Игорь
1;MKA2;7;204;31730;6674458;LongLight;6;Сугробов Константин
3;CEAT;5;205;32013;6678466;;5;Камарная Елена
6;CRAZYTRAIN;8;204;31022;6688471;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;206;31228;6689991;;5;Бакирова Рината
2;PATYSSON;1;207;31081;6692169;;5;Андронова Элина
7;PHOENIX RT;6;205;31264;6695199;;5;И Роман
5;RAVE STORM;4;206;30928;6699014;;6;Иван Степанов
8;MKA;2;207;30711;6704734;;5;Обросов Игорь
1;MKA2;7;205;31334;6705792;;6;Сугробов Константин
3;CEAT;5;206;31689;6710155;;5;Камарная Елена
6;CRAZYTRAIN;8;205;30879;6719350;;5;Мосесов Хачатур
4;MKA GIRLS+1;3;207;31368;6721359;;5;Бакирова Рината
2;PATYSSON;1;208;31034;6723203;;5;Андронова Элина
7;PHOENIX RT;6;206;31076;6726275;;5;И Роман
5;RAVE STORM;4;207;31169;6730183;;6;Иван Степанов
8;MKA;2;208;30719;6735453;;5;Обросов Игорь
1;MKA2;7;206;31149;6736941;;6;Сугробов Константин
3;CEAT;5;207;31690;6741845;;5;Камарная Елена
6;CRAZYTRAIN;8;206;31215;6750565;;5;Мосесов Хачатур
2;PATYSSON;1;209;30974;6754177;;5;Андронова Элина
7;PHOENIX RT;6;207;31407;6757682;;5;И Роман
5;RAVE STORM;3;208;31219;6761402;;6;Иван Степанов
8;MKA;2;209;30734;6766187;;5;Обросов Игорь
1;MKA2;7;207;31151;6768092;;6;Сугробов Константин
3;CEAT;4;208;31654;6773499;;5;Камарная Елена
6;CRAZYTRAIN;8;207;31260;6781825;;5;Мосесов Хачатур
2;PATYSSON;1;210;30894;6785071;;5;Андронова Элина
4;MKA GIRLS+1;5;208;66262;6787621;PitUser;5;Бакирова Рината
7;PHOENIX RT;6;208;31372;6789054;;5;И Роман
5;RAVE STORM;3;209;31052;6792454;;6;Иван Степанов
8;MKA;2;210;30734;6796921;;5;Обросов Игорь
1;MKA2;7;208;31172;6799264;;6;Сугробов Константин
3;CEAT;4;209;31586;6805085;;5;Камарная Елена
6;CRAZYTRAIN;8;208;30981;6812806;;5;Мосесов Хачатур
2;PATYSSON;1;211;31116;6816187;;5;Андронова Элина
4;MKA GIRLS+1;5;209;33013;6820634;;6;Петров Дмитрий
7;PHOENIX RT;6;209;31857;6820911;LongLight;5;И Роман
5;RAVE STORM;3;210;30962;6823416;;6;Иван Степанов
8;MKA;2;211;30670;6827591;;5;Обросов Игорь
1;MKA2;7;209;31072;6830336;;6;Сугробов Константин
3;CEAT;4;210;31697;6836782;;5;Камарная Елена
6;CRAZYTRAIN;8;209;31039;6843845;;5;Мосесов Хачатур
2;PATYSSON;1;212;31049;6847236;;5;Андронова Элина
7;PHOENIX RT;5;210;31415;6852326;;5;И Роман
4;MKA GIRLS+1;6;210;32923;6853557;;6;Петров Дмитрий
5;RAVE STORM;3;211;30980;6854396;;6;Иван Степанов
8;MKA;2;212;30661;6858252;;5;Обросов Игорь
1;MKA2;7;210;31094;6861430;;6;Сугробов Константин
3;CEAT;4;211;31578;6868360;;5;Камарная Елена
6;CRAZYTRAIN;8;210;31052;6874897;;5;Мосесов Хачатур
2;PATYSSON;1;213;31027;6878263;;5;Андронова Элина
7;PHOENIX RT;5;211;31338;6883664;;5;И Роман
5;RAVE STORM;3;212;31355;6885751;;6;Иван Степанов
4;MKA GIRLS+1;6;211;32948;6886505;;6;Петров Дмитрий
8;MKA;2;213;30685;6888937;;5;Обросов Игорь
1;MKA2;7;211;31177;6892607;;6;Сугробов Константин
3;CEAT;4;212;31470;6899830;;5;Камарная Елена
